Measure,Industry,Region,Quarter,Value,Flags
"Total filled jobs","Public administration and safety","Total region","Mar-01",70200,
"Total filled jobs","Public administration and safety","Southland","Mar-01",1350,
"Total filled jobs","Public administration and safety","Canterbury","Mar-01",7690,
"Total filled jobs","Public administration and safety","Otago","Mar-01",2530,
"Total filled jobs","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-01",2160,
"Total filled jobs","Public administration and safety","Wellington","Mar-01",18100,
"Total filled jobs","Public administration and safety","Taranaki","Mar-01",1130,
"Total filled jobs","Public administration and safety","Hawke's Bay","Mar-01",2130,
"Total filled jobs","Public administration and safety","Manawatu-Wanganui","Mar-01",6790,
"Total filled jobs","Public administration and safety","Gisborne","Mar-01",610,
"Total filled jobs","Public administration and safety","Waikato","Mar-01",4760,
"Total filled jobs","Public administration and safety","Auckland","Mar-01",18430,
"Total filled jobs","Public administration and safety","Northland","Mar-01",1540,
"Total filled jobs","Administrative and support services","Southland","Mar-01",870,
"Total filled jobs","Public administration and safety","Bay of Plenty","Mar-01",2980,
"Total filled jobs","Administrative and support services","Otago","Mar-01",2760,
"Total filled jobs","Administrative and support services","Canterbury","Mar-01",9600,
"Total filled jobs","Arts and recreation services","Wellington","Mar-00",3510,
"Total filled jobs","Arts and recreation services","Manawatu-Wanganui","Mar-00",1290,
"Total filled jobs","Arts and recreation services","Taranaki","Mar-00",500,
"Total filled jobs","Not elsewhere included","Northland","Mar-14",40,
"Total filled jobs","Not elsewhere included","Auckland","Mar-14",790,
"Total filled jobs","Not elsewhere included","Gisborne","Mar-14",15,
"Total filled jobs","Not elsewhere included","Otago","Mar-14",95,
"Total filled jobs","Not elsewhere included","Waikato","Mar-14",150,
"Total filled jobs","Not elsewhere included","Bay of Plenty","Mar-14",170,
"Total filled jobs","Not elsewhere included","Taranaki","Mar-14",110,
"Total filled jobs","Not elsewhere included","Wellington","Mar-14",350,
"Total filled jobs","Not elsewhere included","Canterbury","Mar-14",260,
"Total filled jobs","Not elsewhere included","Tasman, Nelson, Marlborough, West Coast","Mar-14",95,
"Total filled jobs","Not elsewhere included","Manawatu-Wanganui","Mar-14",160,
"Total filled jobs","Not elsewhere included","Hawke's Bay","Mar-14",50,
"Total filled jobs","Other services","Tasman, Nelson, Marlborough, West Coast","Mar-14",2450,
"Total filled jobs","Not elsewhere included","Total region","Mar-14",2330,
"Total filled jobs","Not elsewhere included","Southland","Mar-14",40,
"Total filled jobs","Other services","Wellington","Mar-14",8470,
"Total filled jobs","Other services","Otago","Mar-14",2920,
"Total filled jobs","Other services","Southland","Mar-14",1590,
"Total filled jobs","Other services","Auckland","Mar-14",21570,
"Total filled jobs","Other services","Canterbury","Mar-14",8530,
"Total filled jobs","Other services","Total region","Mar-14",64100,
"Total filled jobs","Other services","Northland","Mar-14",1830,
"Total filled jobs","Other services","Waikato","Mar-14",5670,
"Total filled jobs","Other services","Hawke's Bay","Mar-14",1910,
"Total filled jobs","Other services","Bay of Plenty","Mar-14",3980,
"Total filled jobs","Other services","Manawatu-Wanganui","Mar-14",3010,
"Total filled jobs","Other services","Gisborne","Mar-14",520,
"Total filled jobs","Other services","Taranaki","Mar-14",1660,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-14",1380,
"Total filled jobs","Not elsewhere included","Northland","Mar-13",30,
"Total filled jobs","Not elsewhere included","Auckland","Mar-13",730,
"Total filled jobs","Not elsewhere included","Gisborne","Mar-13",18,
"Total filled jobs","Not elsewhere included","Otago","Mar-13",90,
"Total filled jobs","Not elsewhere included","Waikato","Mar-13",130,
"Total filled jobs","Not elsewhere included","Bay of Plenty","Mar-13",130,
"Total filled jobs","Not elsewhere included","Taranaki","Mar-13",75,
"Total filled jobs","Not elsewhere included","Wellington","Mar-13",630,
"Total filled jobs","Not elsewhere included","Canterbury","Mar-13",250,
"Total filled jobs","Not elsewhere included","Tasman, Nelson, Marlborough, West Coast","Mar-13",85,
"Total filled jobs","Not elsewhere included","Manawatu-Wanganui","Mar-13",150,
"Total filled jobs","Not elsewhere included","Hawke's Bay","Mar-13",40,
"Total filled jobs","Other services","Tasman, Nelson, Marlborough, West Coast","Mar-13",2390,
"Total filled jobs","Not elsewhere included","Total region","Mar-13",2420,
"Total filled jobs","Not elsewhere included","Southland","Mar-13",60,
"Total filled jobs","Other services","Wellington","Mar-13",8530,
"Total filled jobs","Other services","Otago","Mar-13",2810,
"Total filled jobs","Other services","Southland","Mar-13",1550,
"Total filled jobs","Other services","Auckland","Mar-13",21240,
"Total filled jobs","Other services","Canterbury","Mar-13",8280,
"Total filled jobs","Other services","Total region","Mar-13",63270,
"Total filled jobs","Other services","Northland","Mar-13",1780,
"Total filled jobs","Other services","Waikato","Mar-13",5620,
"Total filled jobs","Other services","Hawke's Bay","Mar-13",1950,
"Total filled jobs","Other services","Bay of Plenty","Mar-13",3890,
"Total filled jobs","Other services","Manawatu-Wanganui","Mar-13",3090,
"Total filled jobs","Other services","Gisborne","Mar-13",530,
"Total filled jobs","Arts and recreation services","Total region","Mar-13",33180,
"Total filled jobs","Other services","Taranaki","Mar-13",1620,
"Total filled jobs","Arts and recreation services","Wellington","Mar-13",5440,
"Total filled jobs","Arts and recreation services","Tasman, Nelson, Marlborough, West Coast","Mar-13",1350,
"Total filled jobs","Not elsewhere included","Northland","Mar-12",30,
"Total filled jobs","Not elsewhere included","Auckland","Mar-12",680,
"Total filled jobs","Not elsewhere included","Gisborne","Mar-12",9,
"Total filled jobs","Not elsewhere included","Otago","Mar-12",50,
"Total filled jobs","Not elsewhere included","Waikato","Mar-12",110,
"Total filled jobs","Not elsewhere included","Bay of Plenty","Mar-12",100,
"Total filled jobs","Not elsewhere included","Taranaki","Mar-12",65,
"Total filled jobs","Not elsewhere included","Wellington","Mar-12",750,
"Total filled jobs","Not elsewhere included","Canterbury","Mar-12",200,
"Total filled jobs","Not elsewhere included","Tasman, Nelson, Marlborough, West Coast","Mar-12",65,
"Total filled jobs","Not elsewhere included","Manawatu-Wanganui","Mar-12",110,
"Total filled jobs","Not elsewhere included","Hawke's Bay","Mar-12",20,
"Total filled jobs","Other services","Tasman, Nelson, Marlborough, West Coast","Mar-12",2380,
"Total filled jobs","Not elsewhere included","Total region","Mar-12",2260,
"Total filled jobs","Not elsewhere included","Southland","Mar-12",50,
"Total filled jobs","Other services","Wellington","Mar-12",8560,
"Total filled jobs","Other services","Otago","Mar-12",2790,
"Total filled jobs","Other services","Southland","Mar-12",1520,
"Total filled jobs","Other services","Canterbury","Mar-12",8140,
"Total filled jobs","Other services","Auckland","Mar-12",21120,
"Total filled jobs","Other services","Total region","Mar-12",63030,
"Total filled jobs","Other services","Northland","Mar-12",1830,
"Total filled jobs","Other services","Waikato","Mar-12",5610,
"Total filled jobs","Other services","Hawke's Bay","Mar-12",2000,
"Total filled jobs","Other services","Bay of Plenty","Mar-12",3810,
"Total filled jobs","Other services","Manawatu-Wanganui","Mar-12",3080,
"Total filled jobs","Other services","Gisborne","Mar-12",540,
"Total filled jobs","Arts and recreation services","Total region","Mar-12",33060,
"Total filled jobs","Arts and recreation services","Otago","Mar-12",2540,
"Total filled jobs","Arts and recreation services","Southland","Mar-12",770,
"Total filled jobs","Other services","Taranaki","Mar-12",1630,
"Total filled jobs","Arts and recreation services","Waikato","Mar-12",3410,
"Total filled jobs","Arts and recreation services","Auckland","Mar-12",9750,
"Total filled jobs","Arts and recreation services","Northland","Mar-12",830,
"Total filled jobs","Not elsewhere included","Northland","Mar-11",25,
"Total filled jobs","Not elsewhere included","Auckland","Mar-11",380,
"Total filled jobs","Not elsewhere included","Gisborne","Mar-11",9,
"Total filled jobs","Not elsewhere included","Otago","Mar-11",50,
"Total filled jobs","Not elsewhere included","Waikato","Mar-11",90,
"Total filled jobs","Not elsewhere included","Bay of Plenty","Mar-11",95,
"Total filled jobs","Not elsewhere included","Taranaki","Mar-11",60,
"Total filled jobs","Not elsewhere included","Wellington","Mar-11",730,
"Total filled jobs","Not elsewhere included","Canterbury","Mar-11",250,
"Total filled jobs","Not elsewhere included","Tasman, Nelson, Marlborough, West Coast","Mar-11",85,
"Total filled jobs","Not elsewhere included","Manawatu-Wanganui","Mar-11",85,
"Total filled jobs","Not elsewhere included","Hawke's Bay","Mar-11",30,
"Total filled jobs","Other services","Tasman, Nelson, Marlborough, West Coast","Mar-11",2350,
"Total filled jobs","Not elsewhere included","Total region","Mar-11",1910,
"Total filled jobs","Not elsewhere included","Southland","Mar-11",25,
"Total filled jobs","Other services","Wellington","Mar-11",8550,
"Total filled jobs","Other services","Otago","Mar-11",2710,
"Total filled jobs","Other services","Southland","Mar-11",1550,
"Total filled jobs","Other services","Canterbury","Mar-11",8280,
"Total filled jobs","Other services","Auckland","Mar-11",20440,
"Total filled jobs","Other services","Total region","Mar-11",62390,
"Total filled jobs","Other services","Northland","Mar-11",1870,
"Total filled jobs","Other services","Waikato","Mar-11",5610,
"Total filled jobs","Other services","Hawke's Bay","Mar-11",1950,
"Total filled jobs","Other services","Bay of Plenty","Mar-11",3890,
"Total filled jobs","Other services","Manawatu-Wanganui","Mar-11",3040,
"Total filled jobs","Other services","Gisborne","Mar-11",520,
"Total filled jobs","Arts and recreation services","Total region","Mar-11",34000,
"Total filled jobs","Arts and recreation services","Otago","Mar-11",2590,
"Total filled jobs","Arts and recreation services","Southland","Mar-11",760,
"Total filled jobs","Other services","Taranaki","Mar-11",1610,
"Total filled jobs","Arts and recreation services","Waikato","Mar-11",3370,
"Total filled jobs","Arts and recreation services","Auckland","Mar-11",9910,
"Total filled jobs","Arts and recreation services","Northland","Mar-11",850,
"Total filled jobs","Not elsewhere included","Northland","Mar-10",35,
"Total filled jobs","Not elsewhere included","Auckland","Mar-10",470,
